CustomerID,Cluster,Segment,Recency,Frequency,Monetary,Monetary_Normalized,Average_Transaction,Transaction_Frequency,Churn_Probability
17742,3,Potential Loyalists,219,15,355.11,-0.18919289815203244,23.674,0.0684931506849315,0.996
18270,3,Potential Loyalists,228,13,238.95000000000002,-0.20327481186772242,18.380769230769232,0.05701754385964912,0.996
13029,3,Potential Loyalists,323,10,1247.5,-0.08100971133432759,124.75,0.030959752321981424,0.994
13068,3,Potential Loyalists,309,2,344,-0.19053974785400657,172,0.006472491909385114,0.994
13404,3,Potential Loyalists,211,11,252.48999999999998,-0.2016333766773777,22.953636363636363,0.052132701421800945,0.994
13473,3,Potential Loyalists,272,22,417.54,-0.1816245969014253,18.97909090909091,0.08088235294117647,0.994
13502,3,Potential Loyalists,307,18,292,-0.19684363484794493,16.22222222222222,0.05863192182410423,0.994
13525,3,Potential Loyalists,234,6,628.78,-0.15601626827451107,104.79666666666667,0.02564102564102564,0.994
13657,3,Potential Loyalists,191,16,382.14,-0.18591608920114486,23.88375,0.08376963350785341,0.994
14147,3,Potential Loyalists,236,6,468.4,-0.17545891050696943,78.06666666666666,0.025423728813559324,0.994
15938,3,Potential Loyalists,211,18,404.58,-0.1831957195060684,22.476666666666667,0.08530805687203792,0.994
16321,3,Potential Loyalists,251,16,230.70000000000002,-0.20427494778502994,14.418750000000001,0.06374501992031872,0.994
16927,3,Potential Loyalists,246,6,543.05,-0.16640919581278676,90.50833333333333,0.024390243902439025,0.994
17384,3,Potential Loyalists,200,15,336.40000000000003,-0.19146108518388985,22.42666666666667,0.075,0.994
17951,3,Potential Loyalists,334,21,990.8400000000001,-0.11212424279325486,47.18285714285715,0.06287425149700598,0.994
18084,3,Potential Loyalists,285,2,87.52999999999999,-0.22163124587968677,43.76499999999999,0.007017543859649123,0.994
18277,3,Potential Loyalists,260,9,97.63,-0.22040683705971031,10.847777777777777,0.03461538461538462,0.994
12586,3,Potential Loyalists,351,12,179.94000000000003,-0.21042851131988208,14.995000000000003,0.03418803418803419,0.992
13255,3,Potential Loyalists,370,14,390.66,-0.18488322156290726,27.904285714285717,0.03783783783783784,0.992
14865,3,Potential Loyalists,365,4,52.2,-0.22591425217768374,13.05,0.010958904109589041,0.992
14915,3,Potential Loyalists,192,13,258.83,-0.20086478737850139,19.91,0.06770833333333333,0.992
15587,3,Potential Loyalists,301,9,913.6800000000001,-0.12147824126349109,101.52000000000001,0.029900332225913623,0.992
16660,3,Potential Loyalists,303,17,810.4499999999999,-0.13399266923241912,47.673529411764704,0.056105610561056105,0.992
17540,3,Potential Loyalists,308,26,570.4,-0.16309359371116727,21.93846153846154,0.08441558441558442,0.992
18040,3,Potential Loyalists,226,19,357.2,-0.18893953038631453,18.8,0.084070796460177,0.992
12527,3,Potential Loyalists,244,18,348.71000000000004,-0.189968761166671,19.37277777777778,0.07377049180327869,0.99
12785,1,Average Customers,362,15,305.71,-0.19518159079627387,20.380666666666666,0.04143646408839779,0.99
12808,3,Potential Loyalists,332,28,483.65000000000003,-0.17361017441740095,17.273214285714285,0.08433734939759036,0.99
14150,3,Potential Loyalists,324,26,658.64,-0.152396382396838,25.33230769230769,0.08024691358024691,0.99
14609,3,Potential Loyalists,224,4,601.56,-0.15931611065864573,150.39,0.017857142857142856,0.99
14708,3,Potential Loyalists,366,29,1096.67,-0.09929462047462993,37.816206896551726,0.07923497267759563,0.99
17181,3,Potential Loyalists,316,23,239.92000000000002,-0.20315722012956627,10.431304347826087,0.07278481012658228,0.99
17235,3,Potential Loyalists,347,29,550.06,-0.16555938335456546,18.96758620689655,0.08357348703170028,0.99
17256,3,Potential Loyalists,205,16,240,-0.20314752184188328,15,0.07804878048780488,0.99
17816,3,Potential Loyalists,329,17,36.56,-0.22781026741970675,2.150588235294118,0.05167173252279635,0.99
17856,3,Potential Loyalists,280,17,1393.79,-0.06327518002003446,81.98764705882353,0.060714285714285714,0.99
17929,3,Potential Loyalists,297,6,834.5,-0.13107712149772263,139.08333333333334,0.020202020202020204,0.99
12875,3,Potential Loyalists,219,2,343.2300000000001,-0.19063309387295527,171.61500000000004,0.0091324200913242,0.988
13489,3,Potential Loyalists,189,14,449.52,-0.1777477064001532,32.10857142857143,0.07407407407407407,0.988
14236,3,Potential Loyalists,292,15,490.86,-0.1727361162399722,32.724000000000004,0.05136986301369863,0.988
14501,1,Average Customers,255,12,190.31,-0.20917137077897555,15.859166666666667,0.047058823529411764,0.988
15468,3,Potential Loyalists,325,29,438.46,-0.17908849467232546,15.119310344827586,0.08923076923076922,0.988
16027,3,Potential Loyalists,211,17,852.12,-0.1289410736355458,50.12470588235294,0.08056872037914692,0.988
16446,2,Champions,205,4,2.9000000000000057,-0.23189082196232144,0.7250000000000014,0.01951219512195122,0.988
18017,3,Potential Loyalists,229,3,523,-0.16883982916333415,174.33333333333334,0.013100436681222707,0.988
12908,1,Average Customers,254,4,246,-0.20242015026565963,61.5,0.015748031496062992,0.986
14287,3,Potential Loyalists,190,11,151.23000000000002,-0.21390898431211228,13.74818181818182,0.05789473684210526,0.986
15497,3,Potential Loyalists,302,16,1259.7,-0.07953072246267281,78.73125,0.052980132450331126,0.986
15713,3,Potential Loyalists,223,20,346.75,-0.19020636921490405,17.3375,0.08968609865470852,0.986
17760,3,Potential Loyalists,352,25,287.59,-0.19737825295646932,11.503599999999999,0.07102272727272728,0.986
18273,3,Potential Loyalists,255,3,204,-0.20751175129922522,68,0.011764705882352941,0.986
14437,1,Average Customers,222,6,-43.400000000000006,-0.23750370595884734,-7.233333333333334,0.02702702702702703,0.984
14491,1,Average Customers,197,17,340.93,-0.190911919643841,20.05470588235294,0.08629441624365482,0.984
15181,3,Potential Loyalists,299,18,680.28,-0.14977299557859136,37.79333333333333,0.06020066889632107,0.984
15793,3,Potential Loyalists,259,13,948.96,-0.117201296395296,72.99692307692308,0.05019305019305019,0.984
13238,3,Potential Loyalists,349,32,680.83,-0.14970631985077082,21.2759375,0.09169054441260745,0.982
13705,3,Potential Loyalists,366,28,711.86,-0.1459445965157342,25.423571428571428,0.07650273224043716,0.982
16048,1,Average Customers,288,9,243.69000000000003,-0.20270018832250572,27.076666666666668,0.03125,0.982
14555,3,Potential Loyalists,245,21,324.14,-0.19294734777130687,15.435238095238095,0.08571428571428572,0.98
15304,3,Potential Loyalists,308,26,680.3000000000001,-0.1497705710066706,26.165384615384617,0.08441558441558442,0.98
12763,3,Potential Loyalists,231,18,494.08,-0.17234576016073216,27.448888888888888,0.07792207792207792,0.978
14608,3,Potential Loyalists,358,20,1785.15,-0.015831156674886063,89.25750000000001,0.055865921787709494,0.978
12967,1,Average Customers,368,33,1194.75,-0.0874045197752939,36.20454545454545,0.08967391304347826,0.976
13750,3,Potential Loyalists,283,24,1647.26,-0.03254736778246608,68.63583333333334,0.08480565371024736,0.976
15847,3,Potential Loyalists,250,22,389.27,-0.18505172931139907,17.694090909090907,0.088,0.976
15864,3,Potential Loyalists,294,24,1769.7800000000002,-0.017694440195978982,73.74083333333334,0.08163265306122448,0.976
12929,1,Average Customers,189,9,105.1,-0.21950125944731186,11.677777777777777,0.047619047619047616,0.974
13848,3,Potential Loyalists,274,5,1255,-0.08010049686404801,251,0.01824817518248175,0.974
16233,3,Potential Loyalists,295,25,422.13,-0.1810681576456142,16.8852,0.0847457627118644,0.974
16863,3,Potential Loyalists,337,28,481.35,-0.17388900018828668,17.19107142857143,0.0830860534124629,0.974
17621,3,Potential Loyalists,333,27,1336.1,-0.07026885772542493,49.48518518518518,0.08108108108108109,0.974
15822,3,Potential Loyalists,356,33,885.47,-0.12489809995770267,26.832424242424242,0.09269662921348315,0.972
17969,1,Average Customers,195,14,228.2,-0.20457801927512315,16.3,0.07179487179487179,0.972
13049,3,Potential Loyalists,254,14,656.6800000000001,-0.15263399044507106,46.90571428571429,0.05511811023622047,0.97
14264,1,Average Customers,218,19,319.47,-0.19351348531480095,16.81421052631579,0.0871559633027523,0.97
18149,3,Potential Loyalists,223,16,612.0799999999999,-0.15804078582833359,38.254999999999995,0.07174887892376682,0.97
18246,3,Potential Loyalists,210,4,596.1,-0.15997801879300924,149.025,0.01904761904761905,0.97
13092,3,Potential Loyalists,289,26,459.83,-0.1764978395750089,17.685769230769232,0.08996539792387544,0.968
16566,3,Potential Loyalists,277,19,614.01,-0.15780681463798163,32.316315789473684,0.06859205776173286,0.968
17420,3,Potential Loyalists,323,30,598.83,-0.1596470647258275,19.961000000000002,0.09287925696594428,0.968
14853,3,Potential Loyalists,203,10,463.04999999999995,-0.17610748349576885,46.30499999999999,0.04926108374384237,0.966
15199,3,Potential Loyalists,249,13,1268.7,-0.07843966509833733,97.5923076923077,0.05220883534136546,0.966
14111,3,Potential Loyalists,227,11,688.6,-0.1487643736595612,62.6,0.048458149779735685,0.964
14744,3,Potential Loyalists,350,28,1088.53,-0.10028142124637338,38.87607142857143,0.08,0.964
18193,1,Average Customers,216,18,212.96,-0.20642554307873123,11.831111111111111,0.08333333333333333,0.964
13169,3,Potential Loyalists,189,13,712.88,-0.14582094334777618,54.83692307692308,0.06878306878306878,0.962
14045,3,Potential Loyalists,264,6,1659.75,-0.031033222617960498,276.625,0.022727272727272728,0.96
17674,3,Potential Loyalists,294,27,551.0400000000001,-0.1654405793304489,20.408888888888892,0.09183673469387756,0.96
13094,3,Potential Loyalists,347,30,1708.8600000000001,-0.025079686266569853,56.962,0.08645533141210375,0.958
14477,3,Potential Loyalists,278,11,1307.81,-0.07369841470731947,118.89181818181818,0.039568345323741004,0.956
13946,3,Potential Loyalists,188,11,561.5699999999999,-0.1641640422141764,51.05181818181818,0.05851063829787234,0.95
14473,3,Potential Loyalists,208,7,234.34,-0.20383367569545427,33.47714285714286,0.03365384615384615,0.95
17388,3,Potential Loyalists,210,15,1259.5600000000002,-0.07954769446611801,83.97066666666667,0.07142857142857142,0.95
14551,3,Potential Loyalists,186,10,186.23,-0.2096659834508076,18.622999999999998,0.053763440860215055,0.946
17262,3,Potential Loyalists,314,12,1253.3600000000001,-0.08029931176154913,104.44666666666667,0.03821656050955414,0.944
13538,3,Potential Loyalists,272,25,1280.85,-0.07696673765648444,51.233999999999995,0.09191176470588236,0.942
12915,1,Average Customers,224,22,363.65,-0.1881576059418741,16.529545454545453,0.09821428571428571,0.938
14047,3,Potential Loyalists,364,34,1290.01,-0.07585628371678298,37.94147058823529,0.09340659340659341,0.938
15512,1,Average Customers,204,7,121,-0.21757372477031914,17.285714285714285,0.03431372549019608,0.938
17616,1,Average Customers,194,3,571.1999999999999,-0.16299661083433742,190.39999999999998,0.015463917525773196,0.938
16593,3,Potential Loyalists,277,27,330.03,-0.19223331134064733,12.223333333333333,0.09747292418772563,0.936
18080,3,Potential Loyalists,224,2,1231.5,-0.08294936887092401,615.75,0.008928571428571428,0.936
14538,3,Potential Loyalists,192,19,388.25,-0.1851753824793571,20.43421052631579,0.09895833333333333,0.93
18037,1,Average Customers,208,19,70.02,-0.22375395859629948,3.685263157894737,0.09134615384615384,0.93
17457,3,Potential Loyalists,213,19,1737.7,-0.021583453556854818,91.4578947368421,0.0892018779342723,0.928
12944,3,Potential Loyalists,319,30,604.51,-0.15895848630033577,20.150333333333332,0.09404388714733543,0.926
12823,3,Potential Loyalists,222,5,1759.5,-0.018940670163242204,351.9,0.02252252252252252,0.924
12993,3,Potential Loyalists,275,27,414.76,-0.1819616123984089,15.361481481481482,0.09818181818181818,0.922
14513,3,Potential Loyalists,188,18,438.49,-0.17908485781444436,24.360555555555557,0.09574468085106383,0.91
15030,3,Potential Loyalists,197,7,518.28,-0.1694120281366301,74.03999999999999,0.03553299492385787,0.898
15018,3,Potential Loyalists,329,32,456.26,-0.17693062566286194,14.258125,0.0972644376899696,0.88
17376,3,Potential Loyalists,241,24,203.2,-0.20760873417605505,8.466666666666667,0.0995850622406639,0.876
15400,3,Potential Loyalists,186,13,666.7,-0.15141927991277757,51.284615384615385,0.06989247311827956,0.83
17940,3,Potential Loyalists,253,23,1983.58,0.008224233636790621,86.24260869565217,0.09090909090909091,0.802
17026,1,Average Customers,184,4,154.82999999999998,-0.2134725613663781,38.707499999999996,0.021739130434782608,0.77
16325,3,Potential Loyalists,201,20,510.54,-0.17035033746995862,25.527,0.09950248756218906,0.69
12691,3,Potential Loyalists,329,32,1035.8,-0.10667380511541895,32.36875,0.0972644376899696,0.672
12604,3,Potential Loyalists,182,16,254.18,-0.2014285003500747,15.88625,0.08791208791208792,0.656
12427,3,Potential Loyalists,360,35,708.37,-0.14636768431590425,20.239142857142856,0.09722222222222222,0.63
12464,3,Potential Loyalists,299,29,1212.05,-0.08530726506384903,41.79482758620689,0.09698996655518395,0.604
16308,3,Potential Loyalists,224,4,2560,0.07810282096459734,640,0.017857142857142856,0.19
13784,3,Potential Loyalists,323,31,2462.79,0.06631818914381372,79.44483870967741,0.09597523219814241,0.146
14644,3,Potential Loyalists,289,29,780.46,-0.13762831482757704,26.91241379310345,0.10034602076124567,0.142
13953,3,Potential Loyalists,345,20,3515.68,0.19395856562550137,175.784,0.057971014492753624,0.108
14548,1,Average Customers,167,4,652.8,-0.1531043573976957,163.2,0.023952095808383235,0.108
12557,3,Potential Loyalists,355,33,11990.960000000001,1.2214048610483073,363.36242424242425,0.09295774647887324,0.106
13904,3,Potential Loyalists,257,26,332.64,-0.19191690470499,12.793846153846154,0.10116731517509728,0.104
16948,3,Potential Loyalists,187,19,435.02000000000004,-0.1795055210426937,22.895789473684214,0.10160427807486631,0.094
15299,3,Potential Loyalists,305,12,3787.09,0.22686121887597852,315.59083333333336,0.03934426229508197,0.088
15797,3,Potential Loyalists,206,8,2207.4,0.03535761800185379,275.925,0.038834951456310676,0.08
17658,3,Potential Loyalists,201,23,485.88,-0.17333983464823785,21.125217391304346,0.11442786069651742,0.072
17924,3,Potential Loyalists,372,38,2894.33,0.11863317747773985,76.16657894736842,0.10215053763440861,0.072
16532,3,Potential Loyalists,321,4,6748.8,0.5859051640455396,1687.2,0.012461059190031152,0.068
15675,3,Potential Loyalists,199,21,323.69,-0.19300190063952363,15.413809523809524,0.10552763819095477,0.064
15081,3,Potential Loyalists,345,35,487.35,-0.17316162861206302,13.924285714285714,0.10144927536231885,0.06
17396,3,Potential Loyalists,332,27,7330.8,0.6564602069392343,271.5111111111111,0.08132530120481928,0.06
17928,3,Potential Loyalists,201,23,212.54000000000002,-0.2064764590890669,9.240869565217393,0.11442786069651742,0.06
13873,3,Potential Loyalists,190,24,381.7,-0.18596942978340125,15.904166666666667,0.12631578947368421,0.058
16441,3,Potential Loyalists,224,24,381.2,-0.1860300440814199,15.883333333333333,0.10714285714285714,0.058
13496,3,Potential Loyalists,349,36,617.93,-0.15733159854151552,17.16472222222222,0.10315186246418338,0.056
15380,3,Potential Loyalists,357,37,1682.3600000000001,-0.02829224406155767,45.469189189189194,0.10364145658263306,0.056
16852,3,Potential Loyalists,166,9,144.91,-0.21467514903906787,16.10111111111111,0.05421686746987952,0.054
17024,3,Potential Loyalists,112,3,95.85,-0.22062262396065666,31.95,0.026785714285714284,0.054
17166,3,Potential Loyalists,165,14,189.49,-0.2092707782277261,13.535,0.08484848484848485,0.052
13225,3,Potential Loyalists,358,34,6083.04,0.5051960139477627,178.91294117647058,0.09497206703910614,0.046
15197,3,Potential Loyalists,350,36,656.4399999999999,-0.15266308530812003,18.234444444444442,0.10285714285714286,0.044
17029,3,Potential Loyalists,126,2,716,-0.14544271012813986,358,0.015873015873015872,0.044
16810,1,Average Customers,168,16,275.64,-0.19882693467911475,17.2275,0.09523809523809523,0.042
16878,3,Potential Loyalists,60,6,0,-0.23224238489082957,0,0.1,0.038
16690,3,Potential Loyalists,158,13,208.63,-0.20695046289957267,16.048461538461538,0.08227848101265822,0.036
17548,1,Average Customers,156,17,-141.48,-0.24939380665818336,-8.32235294117647,0.10897435897435898,0.036
13754,1,Average Customers,166,12,282.59999999999997,-0.19798318365069534,23.549999999999997,0.07228915662650602,0.034
13894,3,Potential Loyalists,288,30,535.97,-0.16726749427273066,17.865666666666666,0.10416666666666667,0.032
18087,3,Potential Loyalists,203,7,3770.1199999999994,0.22480396960122587,538.5885714285713,0.034482758620689655,0.032
15124,3,Potential Loyalists,169,15,184.19,-0.20991328978672366,12.279333333333334,0.08875739644970414,0.03
12891,1,Average Customers,107,3,331,-0.19211571960249116,110.33333333333333,0.028037383177570093,0.026
13748,3,Potential Loyalists,278,28,948.25,-0.11728736869848247,33.86607142857143,0.10071942446043165,0.024
16134,3,Potential Loyalists,338,38,603.6899999999999,-0.15905789374908635,15.88657894736842,0.11242603550295859,0.024
16539,3,Potential Loyalists,371,45,1388.81,-0.06387889842830011,30.862444444444442,0.12129380053908356,0.024
12348,3,Potential Loyalists,283,31,1797.24,-0.014365502948795402,57.97548387096774,0.10954063604240283,0.022
13283,3,Potential Loyalists,126,7,93.66,-0.22088811458597826,13.379999999999999,0.05555555555555555,0.022
13405,3,Potential Loyalists,243,27,572.451,-0.1628449538606948,21.201888888888888,0.1111111111111111,0.022
14522,3,Potential Loyalists,174,17,974.54,-0.11410026890866248,57.32588235294117,0.09770114942528736,0.022
15732,1,Average Customers,160,14,294.12,-0.1965866302243459,21.00857142857143,0.0875,0.02
13173,3,Potential Loyalists,363,43,353.65,-0.18936989190224687,8.224418604651163,0.1184573002754821,0.018
14205,3,Potential Loyalists,355,39,218.78,-0.2057199926497943,5.60974358974359,0.10985915492957747,0.018
14483,1,Average Customers,132,10,129.2,-0.21657965028281348,12.919999999999998,0.07575757575757576,0.018
17157,3,Potential Loyalists,169,15,306.55,-0.19507975877560257,20.436666666666667,0.08875739644970414,0.018
13672,1,Average Customers,32,16,-71.46,-0.2409053803636533,-4.46625,0.5,0.016
14037,1,Average Customers,188,28,147.20000000000002,-0.2143975355541425,5.257142857142858,0.14893617021276595,0.016
14594,3,Potential Loyalists,366,53,379.83,-0.18619612725799098,7.166603773584906,0.1448087431693989,0.016
15028,3,Potential Loyalists,360,48,627.13,-0.15621629545797258,13.065208333333333,0.13333333333333333,0.016
15636,3,Potential Loyalists,193,25,724.76,-0.14438074762685332,28.9904,0.12953367875647667,0.016
17418,3,Potential Loyalists,281,30,463.46000000000004,-0.17605777977139356,15.448666666666668,0.10676156583629894,0.016
17817,3,Potential Loyalists,273,33,387.68,-0.18524448277909833,11.747878787878788,0.12087912087912088,0.016
12897,1,Average Customers,97,4,216.5,-0.20599639384875928,54.125,0.041237113402061855,0.014
13573,3,Potential Loyalists,203,26,294.4,-0.19655268621745547,11.323076923076922,0.12807881773399016,0.014
16038,3,Potential Loyalists,194,28,454.33,-0.1771645968532139,16.226071428571426,0.14432989690721648,0.014
16411,3,Potential Loyalists,350,45,214.65,-0.20622066675142822,4.7700000000000005,0.12857142857142856,0.014
17329,3,Potential Loyalists,301,33,523.11,-0.16882649401777006,15.851818181818182,0.10963455149501661,0.014
17351,3,Potential Loyalists,237,27,587.15,-0.1610630147275429,21.746296296296297,0.11392405063291139,0.014
18144,3,Potential Loyalists,366,43,2888.75,0.11795672191185187,67.18023255813954,0.11748633879781421,0.014
18155,3,Potential Loyalists,216,28,347.82,-0.19007665461714418,12.422142857142857,0.12962962962962962,0.014
13495,3,Potential Loyalists,361,52,1990.12,0.009017068654874403,38.27153846153846,0.1440443213296399,0.012
13787,3,Potential Loyalists,289,31,309.04,-0.19477789957146974,9.969032258064518,0.10726643598615918,0.012
15823,1,Average Customers,35,17,-840.76,-0.33416653929512985,-49.45647058823529,0.4857142857142857,0.012
15973,1,Average Customers,131,6,99.77000000000001,-0.22014740786419051,16.628333333333334,0.04580152671755725,0.012
17033,3,Potential Loyalists,273,28,1030.1399999999999,-0.10735995896898994,36.79071428571428,0.10256410256410256,0.012
17707,1,Average Customers,151,5,152.4,-0.21376714685474868,30.48,0.033112582781456956,0.012
17988,3,Potential Loyalists,315,39,191.17000000000002,-0.20906711418638346,4.9017948717948725,0.12380952380952381,0.012
18064,3,Potential Loyalists,102,7,814,-0.13356230771648678,116.28571428571429,0.06862745098039216,0.012
13892,3,Potential Loyalists,220,27,632.97,-0.15550832045711488,23.443333333333335,0.12272727272727273,0.01
13929,1,Average Customers,157,10,802.85,-0.1349140065623024,80.285,0.06369426751592357,0.01
14113,3,Potential Loyalists,351,40,1377.92,-0.06519907783914602,34.448,0.11396011396011396,0.01
16424,1,Average Customers,146,6,82.56,-0.22223375200199205,13.76,0.0410958904109589,0.01
16816,3,Potential Loyalists,255,28,417.06,-0.18168278662752319,14.895,0.10980392156862745,0.01
17446,1,Average Customers,134,9,120.9,-0.21758584762992286,13.433333333333334,0.06716417910447761,0.01
17720,3,Potential Loyalists,341,50,1195.94,-0.08726025774600954,23.9188,0.1466275659824047,0.01
18282,3,Potential Loyalists,119,13,176.6,-0.2108334148306466,13.584615384615384,0.1092436974789916,0.01
12695,3,Potential Loyalists,203,27,582.1,-0.1616752191375311,21.55925925925926,0.1330049261083744,0.008
12913,3,Potential Loyalists,364,50,2483.63,0.06884459308523057,49.6726,0.13736263736263737,0.008
13410,3,Potential Loyalists,283,30,988.91,-0.11235821398360682,32.96366666666667,0.10600706713780919,0.008
13918,3,Potential Loyalists,204,30,1212.8400000000001,-0.08521149447297956,40.428000000000004,0.14705882352941177,0.008
15267,3,Potential Loyalists,160,11,1717.36,-0.024049243200253034,156.12363636363636,0.06875,0.008
15754,3,Potential Loyalists,196,29,455.67,-0.17700215053452392,15.712758620689655,0.14795918367346939,0.008
16546,1,Average Customers,82,31,-95.93000000000002,-0.24387184410868545,-3.0945161290322587,0.3780487804878049,0.008
16696,3,Potential Loyalists,113,10,657.9000000000001,-0.15248609155790557,65.79,0.08849557522123894,0.008
16955,1,Average Customers,189,26,493.67,-0.17239546388510743,18.98730769230769,0.13756613756613756,0.008
16989,3,Potential Loyalists,143,12,1133.25,-0.09486007843158638,94.4375,0.08391608391608392,0.008
